,Time,Elapsed Time,Mass Flow,MFM Temperature,Inlet Temperature,Midpoint Temperature,Outlet Temperature,Heater Temperature,Supply Pressure,Inlet Pressure,Midpoint Pressure,Outlet Pressure,Valve Position,Heater Power,Heater Current,Desired T_exit
103,1644868892.9294536,17.29823398590088,-0.03,23.84,24.25,31.75,52.0,144.75,-44.140625,6.3476562,5.46875,5.7617187,1.6823611003477588e-09,200.0,0.13,[45.0]
104,1644868893.0951307,17.51720356941223,-0.03,23.9,22.75,33.75,52.75,145.5,-44.140625,6.3476562,5.5664062,5.7617187,1.2155058950012558e-09,200.0,-0.08,[45.0]
105,1644868893.2651126,17.636608362197876,-0.03,23.94,23.75,35.0,52.5,145.0,-44.140625,6.3476562,5.5664062,5.7617187,1.0331800107510674e-09,200.0,0.05,[45.0]
106,1644868893.4331434,17.85872983932495,-0.03,23.94,23.75,35.5,52.25,145.0,-44.140625,6.3476562,5.5664062,5.7617187,7.464725577676463e-10,200.0,0.0,[45.0]
107,1644868893.595798,17.967997312545776,-0.03,23.94,23.25,35.5,52.0,145.25,-44.3847656,6.3476562,5.5664062,5.7617187,6.345016741024994e-10,200.0,0.11,[45.0]
108,1644868893.765326,18.184553384780884,-0.04,23.88,22.5,34.75,52.5,145.25,-44.3847656,6.3476562,5.5664062,5.7617187,4.5842745953905577e-10,200.0,0.0,[45.0]
109,1644868893.9270587,18.287632703781128,-0.02,23.85,23.0,35.5,52.5,144.5,-44.140625,6.3476562,5.5664062,5.7617187,3.8966334060819744e-10,200.0,0.05,[45.0]
110,1644868894.111612,18.519057273864746,-0.03,23.85,23.25,32.25,52.5,144.25,-44.140625,6.3476562,5.5664062,5.7617187,2.815317635894226e-10,200.0,0.03,[45.0]
111,1644868894.280587,18.637462615966797,-0.04,23.98,23.5,31.5,51.75,144.75,-44.3847656,6.3476562,5.46875,5.7617187,2.3930199905100924e-10,200.0,3.43,[45.0]
112,1644868894.44343,18.8690242767334,-0.03,23.88,23.25,31.5,52.0,144.75,-44.3847656,6.3476562,5.5664062,5.7617187,1.7289569431435417e-10,200.0,0.48,[45.0]
113,1644868894.6162803,18.984911918640137,-0.04,23.9,23.25,31.0,51.25,144.0,-44.140625,6.3476562,5.5664062,5.7617187,1.4696134016720104e-10,200.0,-2.66,[45.0]
114,1644868894.7816694,19.20436716079712,-0.02,23.93,23.5,31.75,52.25,144.0,-44.140625,6.3476562,5.5664062,5.7617187,1.0617956827080275e-10,200.0,-5.24,[45.0]
115,1644868894.9481714,19.316631317138672,-0.03,23.93,23.25,32.25,51.75,145.25,-44.140625,6.3476562,5.5664062,5.7617187,9.025263303018233e-11,200.0,-3.14,[45.0]
116,1644868895.1130946,19.53868293762207,-0.04,23.9,22.75,34.5,51.75,144.5,-44.140625,6.3476562,5.859375,5.7617187,6.520752736430673e-11,200.0,1.65,[45.0]
117,1644868895.2780552,19.65457820892334,-0.04,23.88,22.75,34.25,52.25,145.0,-44.140625,6.3476562,5.46875,5.7617187,5.542639825966072e-11,200.0,4.36,[45.0]
118,1644868895.448076,19.889289140701294,-0.03,23.96,23.25,35.25,52.0,143.5,-44.140625,6.3476562,5.46875,5.7617187,4.7112438520711615e-11,200.0,5.19,[45.0]
119,1644868895.6136098,20.00493359565735,-0.03,23.89,22.75,35.25,51.5,143.25,-44.3847656,6.3476562,5.46875,5.7617187,3.4038736831214146e-11,200.0,4.73,[45.0]
120,1644868895.7997885,20.24100160598755,-0.04,23.92,22.5,34.5,52.0,144.75,-44.140625,6.3476562,5.5664062,5.7617187,2.8932926306532022e-11,200.0,2.02,[45.0]
